"metric" "n_bands" "simulation" "n" "method" "value"
"n.cv.par" "14" "26" "45" "LASSO" 1e-04
"lambda" "14" "27" "45" "LASSO" 1e-04
"lambdar0" "14" "27" "45" "LASSO" 1e-04
"kappa" "14" "27" "45" "LASSO" 1e-04
"condnum" "14" "27" "45" "LASSO" 1e-04
"EL" "14" "27" "45" "LASSO" 1e-04
"RMSE" "14" "27" "45" "LASSO" 1e-04
"F1" "14" "27" "45" "LASSO" 1e-04
"eTPR" "14" "27" "45" "LASSO" 1e-04
"eTNR" "14" "27" "45" "LASSO" 1e-04
"ePPV" "14" "27" "45" "LASSO" 1e-04
"d" "14" "27" "45" "LASSO" 1e-04
"iters" "14" "27" "45" "LASSO" 1e-04
"time.user.self" "14" "27" "45" "LASSO" 1e-04
"time.sys.self" "14" "27" "45" "LASSO" 1e-04
"time.elapsed" "14" "27" "45" "LASSO" 1e-04
"time.user.child" "14" "27" "45" "LASSO" 1e-04
"time.sys.child" "14" "27" "45" "LASSO" 1e-04
"cv.iters" "14" "27" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "27" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "27" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "27" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "27" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "27" "45" "LASSO" 1e-04
"n.cv.par" "14" "27" "45" "LASSO" 1e-04
"lambda" "14" "28" "45" "LASSO" 1e-04
"lambdar0" "14" "28" "45" "LASSO" 1e-04
"kappa" "14" "28" "45" "LASSO" 1e-04
"condnum" "14" "28" "45" "LASSO" 1e-04
"EL" "14" "28" "45" "LASSO" 1e-04
"RMSE" "14" "28" "45" "LASSO" 1e-04
"F1" "14" "28" "45" "LASSO" 1e-04
"eTPR" "14" "28" "45" "LASSO" 1e-04
"eTNR" "14" "28" "45" "LASSO" 1e-04
"ePPV" "14" "28" "45" "LASSO" 1e-04
"d" "14" "28" "45" "LASSO" 1e-04
"iters" "14" "28" "45" "LASSO" 1e-04
"time.user.self" "14" "28" "45" "LASSO" 1e-04
"time.sys.self" "14" "28" "45" "LASSO" 1e-04
"time.elapsed" "14" "28" "45" "LASSO" 1e-04
"time.user.child" "14" "28" "45" "LASSO" 1e-04
"time.sys.child" "14" "28" "45" "LASSO" 1e-04
"cv.iters" "14" "28" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "28" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "28" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "28" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "28" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "28" "45" "LASSO" 1e-04
"n.cv.par" "14" "28" "45" "LASSO" 1e-04
"lambda" "14" "29" "45" "LASSO" 1e-04
"lambdar0" "14" "29" "45" "LASSO" 1e-04
"kappa" "14" "29" "45" "LASSO" 1e-04
"condnum" "14" "29" "45" "LASSO" 1e-04
"EL" "14" "29" "45" "LASSO" 1e-04
"RMSE" "14" "29" "45" "LASSO" 1e-04
"F1" "14" "29" "45" "LASSO" 1e-04
"eTPR" "14" "29" "45" "LASSO" 1e-04
"eTNR" "14" "29" "45" "LASSO" 1e-04
"ePPV" "14" "29" "45" "LASSO" 1e-04
"d" "14" "29" "45" "LASSO" 1e-04
"iters" "14" "29" "45" "LASSO" 1e-04
"time.user.self" "14" "29" "45" "LASSO" 1e-04
"time.sys.self" "14" "29" "45" "LASSO" 1e-04
"time.elapsed" "14" "29" "45" "LASSO" 1e-04
"time.user.child" "14" "29" "45" "LASSO" 1e-04
"time.sys.child" "14" "29" "45" "LASSO" 1e-04
"cv.iters" "14" "29" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "29" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "29" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "29" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "29" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "29" "45" "LASSO" 1e-04
"n.cv.par" "14" "29" "45" "LASSO" 1e-04
"lambda" "14" "30" "45" "LASSO" 1e-04
"lambdar0" "14" "30" "45" "LASSO" 1e-04
"kappa" "14" "30" "45" "LASSO" 1e-04
"condnum" "14" "30" "45" "LASSO" 1e-04
"EL" "14" "30" "45" "LASSO" 1e-04
"RMSE" "14" "30" "45" "LASSO" 1e-04
"F1" "14" "30" "45" "LASSO" 1e-04
"eTPR" "14" "30" "45" "LASSO" 1e-04
"eTNR" "14" "30" "45" "LASSO" 1e-04
"ePPV" "14" "30" "45" "LASSO" 1e-04
"d" "14" "30" "45" "LASSO" 1e-04
"iters" "14" "30" "45" "LASSO" 1e-04
"time.user.self" "14" "30" "45" "LASSO" 1e-04
"time.sys.self" "14" "30" "45" "LASSO" 1e-04
"time.elapsed" "14" "30" "45" "LASSO" 1e-04
"time.user.child" "14" "30" "45" "LASSO" 1e-04
"time.sys.child" "14" "30" "45" "LASSO" 1e-04
"cv.iters" "14" "30" "45" "LASSO" 1e-04
"cv.time.user.self" "14" "30" "45" "LASSO" 1e-04
"cv.time.sys.self" "14" "30" "45" "LASSO" 1e-04
"cv.time.elapsed" "14" "30" "45" "LASSO" 1e-04
"cv.time.user.child" "14" "30" "45" "LASSO" 1e-04
"cv.time.sys.child" "14" "30" "45" "LASSO" 1e-04
"n.cv.par" "14" "30" "45" "LASSO" 1e-04
"lambda" "14" "21" "75" "LASSO" 0.0500269182903686
"lambdar0" "14" "21" "75" "LASSO" 0.8
"kappa" "14" "21" "75" "LASSO" 0
"condnum" "14" "21" "75" "LASSO" 2.70347920095951
"EL" "14" "21" "75" "LASSO" 53.7867197246756
"RMSE" "14" "21" "75" "LASSO" 0.0147288578453818
"F1" "14" "21" "75" "LASSO" 0.0133111480865225
"eTPR" "14" "21" "75" "LASSO" 0.00672268907563025
"eTNR" "14" "21" "75" "LASSO" 0.996825396825397
"ePPV" "14" "21" "75" "LASSO" 0.666666666666667
"d" "14" "21" "75" "LASSO" 0.00489795918367347
"iters" "14" "21" "75" "LASSO" 7
"time.user.self" "14" "21" "75" "LASSO" 0.0599999999976717
"time.sys.self" "14" "21" "75" "LASSO" 0
"time.elapsed" "14" "21" "75" "LASSO" 0.0600000000122236
"time.user.child" "14" "21" "75" "LASSO" NA
"time.sys.child" "14" "21" "75" "LASSO" NA
"cv.iters" "14" "21" "75" "LASSO" NA
"cv.time.user.self" "14" "21" "75" "LASSO" 0.647099999999555
"cv.time.sys.self" "14" "21" "75" "LASSO" 0.00109999999999985
"cv.time.elapsed" "14" "21" "75" "LASSO" 0.649799999999959
"cv.time.user.child" "14" "21" "75" "LASSO" NA
"cv.time.sys.child" "14" "21" "75" "LASSO" NA
"n.cv.par" "14" "21" "75" "LASSO" 20
"lambda" "14" "22" "75" "LASSO" 0.0492941287167728
"lambdar0" "14" "22" "75" "LASSO" 0.95
"kappa" "14" "22" "75" "LASSO" 0
"condnum" "14" "22" "75" "LASSO" 2.1319622451243
"EL" "14" "22" "75" "LASSO" 59.7414321422214
"RMSE" "14" "22" "75" "LASSO" 0.0145151131096041
"F1" "14" "22" "75" "LASSO" 0.0067001675041876
"eTPR" "14" "22" "75" "LASSO" 0.00336134453781513
"eTNR" "14" "22" "75" "LASSO" 1
"ePPV" "14" "22" "75" "LASSO" 1
"d" "14" "22" "75" "LASSO" 0.00163265306122449
"iters" "14" "22" "75" "LASSO" 3
"time.user.self" "14" "22" "75" "LASSO" 0.0299999999988358
"time.sys.self" "14" "22" "75" "LASSO" 0
"time.elapsed" "14" "22" "75" "LASSO" 0.0299999999988358
"time.user.child" "14" "22" "75" "LASSO" NA
"time.sys.child" "14" "22" "75" "LASSO" NA
"cv.iters" "14" "22" "75" "LASSO" NA
"cv.time.user.self" "14" "22" "75" "LASSO" 1.00319999999963
"cv.time.sys.self" "14" "22" "75" "LASSO" 0.00189999999999998
"cv.time.elapsed" "14" "22" "75" "LASSO" 1.00900000000052
"cv.time.user.child" "14" "22" "75" "LASSO" NA
"cv.time.sys.child" "14" "22" "75" "LASSO" NA
"n.cv.par" "14" "22" "75" "LASSO" 20
"lambda" "14" "23" "75" "LASSO" 0.0604357929249143
"lambdar0" "14" "23" "75" "LASSO" 0.9
"kappa" "14" "23" "75" "LASSO" 0
"condnum" "14" "23" "75" "LASSO" 2.0382119950418
"EL" "14" "23" "75" "LASSO" 59.786984138795
"RMSE" "14" "23" "75" "LASSO" 0.0144723787926968
"F1" "14" "23" "75" "LASSO" 0.00335570469798658
"eTPR" "14" "23" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "23" "75" "LASSO" 1
"ePPV" "14" "23" "75" "LASSO" 1
"d" "14" "23" "75" "LASSO" 0.000816326530612245
"iters" "14" "23" "75" "LASSO" 4
"time.user.self" "14" "23" "75" "LASSO" 0.0300000000061118
"time.sys.self" "14" "23" "75" "LASSO" 0
"time.elapsed" "14" "23" "75" "LASSO" 0.0299999999988358
"time.user.child" "14" "23" "75" "LASSO" NA
"time.sys.child" "14" "23" "75" "LASSO" NA
"cv.iters" "14" "23" "75" "LASSO" NA
"cv.time.user.self" "14" "23" "75" "LASSO" 0.501999999999607
"cv.time.sys.self" "14" "23" "75" "LASSO" 0.000300000000000296
"cv.time.elapsed" "14" "23" "75" "LASSO" 0.503599999998842
"cv.time.user.child" "14" "23" "75" "LASSO" NA
"cv.time.sys.child" "14" "23" "75" "LASSO" NA
"n.cv.par" "14" "23" "75" "LASSO" 20
"lambda" "14" "24" "75" "LASSO" 0.0429677220584967
"lambdar0" "14" "24" "75" "LASSO" 0.95
"kappa" "14" "24" "75" "LASSO" 0
"condnum" "14" "24" "75" "LASSO" 2.18626269658553
"EL" "14" "24" "75" "LASSO" 62.3740395525823
"RMSE" "14" "24" "75" "LASSO" 0.0144320952151382
"F1" "14" "24" "75" "LASSO" 0.0100334448160535
"eTPR" "14" "24" "75" "LASSO" 0.00504201680672269
"eTNR" "14" "24" "75" "LASSO" 1
"ePPV" "14" "24" "75" "LASSO" 1
"d" "14" "24" "75" "LASSO" 0.00244897959183673
"iters" "14" "24" "75" "LASSO" 3
"time.user.self" "14" "24" "75" "LASSO" 0.0299999999988358
"time.sys.self" "14" "24" "75" "LASSO" 0
"time.elapsed" "14" "24" "75" "LASSO" 0.0500000000029104
"time.user.child" "14" "24" "75" "LASSO" NA
"time.sys.child" "14" "24" "75" "LASSO" NA
"cv.iters" "14" "24" "75" "LASSO" NA
"cv.time.user.self" "14" "24" "75" "LASSO" 0.750599999999686
"cv.time.sys.self" "14" "24" "75" "LASSO" 0.00110000000000014
"cv.time.elapsed" "14" "24" "75" "LASSO" 0.754199999999983
"cv.time.user.child" "14" "24" "75" "LASSO" NA
"cv.time.sys.child" "14" "24" "75" "LASSO" NA
"n.cv.par" "14" "24" "75" "LASSO" 20
"lambda" "14" "25" "75" "LASSO" 0.05081694254499
"lambdar0" "14" "25" "75" "LASSO" 0.95
"kappa" "14" "25" "75" "LASSO" 0
"condnum" "14" "25" "75" "LASSO" 1.97831526369525
"EL" "14" "25" "75" "LASSO" 58.0127854290336
"RMSE" "14" "25" "75" "LASSO" 0.0143404788066648
"F1" "14" "25" "75" "LASSO" 0
"eTPR" "14" "25" "75" "LASSO" 0
"eTNR" "14" "25" "75" "LASSO" 0.998412698412698
"ePPV" "14" "25" "75" "LASSO" 0
"d" "14" "25" "75" "LASSO" 0.000816326530612245
"iters" "14" "25" "75" "LASSO" 4
"time.user.self" "14" "25" "75" "LASSO" 0.0400000000008731
"time.sys.self" "14" "25" "75" "LASSO" 0
"time.elapsed" "14" "25" "75" "LASSO" 0.0299999999988358
"time.user.child" "14" "25" "75" "LASSO" NA
"time.sys.child" "14" "25" "75" "LASSO" NA
"cv.iters" "14" "25" "75" "LASSO" NA
"cv.time.user.self" "14" "25" "75" "LASSO" 0.844199999999837
"cv.time.sys.self" "14" "25" "75" "LASSO" 0.000800000000000125
"cv.time.elapsed" "14" "25" "75" "LASSO" 0.846699999999546
"cv.time.user.child" "14" "25" "75" "LASSO" NA
"cv.time.sys.child" "14" "25" "75" "LASSO" NA
"n.cv.par" "14" "25" "75" "LASSO" 20
"lambda" "14" "26" "75" "LASSO" 0.0477801802362288
"lambdar0" "14" "26" "75" "LASSO" 0.95
"kappa" "14" "26" "75" "LASSO" 0
"condnum" "14" "26" "75" "LASSO" 2.54982809421002
"EL" "14" "26" "75" "LASSO" 62.3630603115639
"RMSE" "14" "26" "75" "LASSO" 0.0145255496024719
"F1" "14" "26" "75" "LASSO" 0.00335570469798658
"eTPR" "14" "26" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "26" "75" "LASSO" 1
"ePPV" "14" "26" "75" "LASSO" 1
"d" "14" "26" "75" "LASSO" 0.000816326530612245
"iters" "14" "26" "75" "LASSO" 3
"time.user.self" "14" "26" "75" "LASSO" 0.0299999999988358
"time.sys.self" "14" "26" "75" "LASSO" 0
"time.elapsed" "14" "26" "75" "LASSO" 0.0299999999988358
"time.user.child" "14" "26" "75" "LASSO" NA
"time.sys.child" "14" "26" "75" "LASSO" NA
"cv.iters" "14" "26" "75" "LASSO" NA
"cv.time.user.self" "14" "26" "75" "LASSO" 0.917200000000739
"cv.time.sys.self" "14" "26" "75" "LASSO" 0.00189999999999998
"cv.time.elapsed" "14" "26" "75" "LASSO" 0.92050000000032
"cv.time.user.child" "14" "26" "75" "LASSO" NA
"cv.time.sys.child" "14" "26" "75" "LASSO" NA
"n.cv.par" "14" "26" "75" "LASSO" 20
"lambda" "14" "27" "75" "LASSO" 0.0513845218476474
"lambdar0" "14" "27" "75" "LASSO" 0.95
"kappa" "14" "27" "75" "LASSO" 0
"condnum" "14" "27" "75" "LASSO" 2.54952894637103
"EL" "14" "27" "75" "LASSO" 56.1498112908027
"RMSE" "14" "27" "75" "LASSO" 0.014540183605826
"F1" "14" "27" "75" "LASSO" 0.00335570469798658
"eTPR" "14" "27" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "27" "75" "LASSO" 1
"ePPV" "14" "27" "75" "LASSO" 1
"d" "14" "27" "75" "LASSO" 0.000816326530612245
"iters" "14" "27" "75" "LASSO" 3
"time.user.self" "14" "27" "75" "LASSO" 0.0299999999988358
"time.sys.self" "14" "27" "75" "LASSO" 0
"time.elapsed" "14" "27" "75" "LASSO" 0.0299999999988358
"time.user.child" "14" "27" "75" "LASSO" NA
"time.sys.child" "14" "27" "75" "LASSO" NA
"cv.iters" "14" "27" "75" "LASSO" NA
"cv.time.user.self" "14" "27" "75" "LASSO" 0.627000000000407
"cv.time.sys.self" "14" "27" "75" "LASSO" 0.00139999999999986
"cv.time.elapsed" "14" "27" "75" "LASSO" 0.627300000000687
"cv.time.user.child" "14" "27" "75" "LASSO" NA
"cv.time.sys.child" "14" "27" "75" "LASSO" NA
"n.cv.par" "14" "27" "75" "LASSO" 20
"lambda" "14" "28" "75" "LASSO" 0.0469319601038797
"lambdar0" "14" "28" "75" "LASSO" 0.95
"kappa" "14" "28" "75" "LASSO" 0
"condnum" "14" "28" "75" "LASSO" 2.4594541543185
"EL" "14" "28" "75" "LASSO" 58.5064476450716
"RMSE" "14" "28" "75" "LASSO" 0.0146030396958196
"F1" "14" "28" "75" "LASSO" 0.00335570469798658
"eTPR" "14" "28" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "28" "75" "LASSO" 1
"ePPV" "14" "28" "75" "LASSO" 1
"d" "14" "28" "75" "LASSO" 0.000816326530612245
"iters" "14" "28" "75" "LASSO" 3
"time.user.self" "14" "28" "75" "LASSO" 0.0299999999988358
"time.sys.self" "14" "28" "75" "LASSO" 0
"time.elapsed" "14" "28" "75" "LASSO" 0.0299999999988358
"time.user.child" "14" "28" "75" "LASSO" NA
"time.sys.child" "14" "28" "75" "LASSO" NA
"cv.iters" "14" "28" "75" "LASSO" NA
"cv.time.user.self" "14" "28" "75" "LASSO" 0.73689999999915
"cv.time.sys.self" "14" "28" "75" "LASSO" 0.00200000000000045
"cv.time.elapsed" "14" "28" "75" "LASSO" 0.743499999999767
"cv.time.user.child" "14" "28" "75" "LASSO" NA
"cv.time.sys.child" "14" "28" "75" "LASSO" NA
"n.cv.par" "14" "28" "75" "LASSO" 20
"lambda" "14" "29" "75" "LASSO" 0.0477206078311056
"lambdar0" "14" "29" "75" "LASSO" 0.95
"kappa" "14" "29" "75" "LASSO" 0
"condnum" "14" "29" "75" "LASSO" 2.28931628092847
"EL" "14" "29" "75" "LASSO" 58.7013036517025
"RMSE" "14" "29" "75" "LASSO" 0.0144544488625285
"F1" "14" "29" "75" "LASSO" 0.0033500837520938
"eTPR" "14" "29" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "29" "75" "LASSO" 0.998412698412698
"ePPV" "14" "29" "75" "LASSO" 0.5
"d" "14" "29" "75" "LASSO" 0.00163265306122449
"iters" "14" "29" "75" "LASSO" 2
"time.user.self" "14" "29" "75" "LASSO" 0.00999999999476131
"time.sys.self" "14" "29" "75" "LASSO" 0
"time.elapsed" "14" "29" "75" "LASSO" 0.0199999999895226
"time.user.child" "14" "29" "75" "LASSO" NA
"time.sys.child" "14" "29" "75" "LASSO" NA
"cv.iters" "14" "29" "75" "LASSO" NA
"cv.time.user.self" "14" "29" "75" "LASSO" 0.754499999999098
"cv.time.sys.self" "14" "29" "75" "LASSO" 0.00180000000000035
"cv.time.elapsed" "14" "29" "75" "LASSO" 0.755099999999657
"cv.time.user.child" "14" "29" "75" "LASSO" NA
"cv.time.sys.child" "14" "29" "75" "LASSO" NA
"n.cv.par" "14" "29" "75" "LASSO" 20
"lambda" "14" "30" "75" "LASSO" 0.0567206628375394
"lambdar0" "14" "30" "75" "LASSO" 0.95
"kappa" "14" "30" "75" "LASSO" 0
"condnum" "14" "30" "75" "LASSO" 2.02849690485863
"EL" "14" "30" "75" "LASSO" 57.2357644748559
"RMSE" "14" "30" "75" "LASSO" 0.0144052740952648
"F1" "14" "30" "75" "LASSO" 0.00335570469798658
"eTPR" "14" "30" "75" "LASSO" 0.00168067226890756
"eTNR" "14" "30" "75" "LASSO" 1
"ePPV" "14" "30" "75" "LASSO" 1
"d" "14" "30" "75" "LASSO" 0.000816326530612245
"iters" "14" "30" "75" "LASSO" 3
"time.user.self" "14" "30" "75" "LASSO" 0.0200000000040745
"time.sys.self" "14" "30" "75" "LASSO" 0
"time.elapsed" "14" "30" "75" "LASSO" 0.0199999999895226
"time.user.child" "14" "30" "75" "LASSO" NA
"time.sys.child" "14" "30" "75" "LASSO" NA
"cv.iters" "14" "30" "75" "LASSO" NA
"cv.time.user.self" "14" "30" "75" "LASSO" 0.613800000000047
"cv.time.sys.self" "14" "30" "75" "LASSO" 0.000900000000000034
"cv.time.elapsed" "14" "30" "75" "LASSO" 0.61660000000018
"cv.time.user.child" "14" "30" "75" "LASSO" NA
"cv.time.sys.child" "14" "30" "75" "LASSO" NA
"n.cv.par" "14" "30" "75" "LASSO" 20
"lambda" "14" "21" "100" "LASSO" 0.0459407956209256
"lambdar0" "14" "21" "100" "LASSO" 0.95
"kappa" "14" "21" "100" "LASSO" 0
"condnum" "14" "21" "100" "LASSO" 2.29150092036353
"EL" "14" "21" "100" "LASSO" 55.3271464232344
"RMSE" "14" "21" "100" "LASSO" 0.0144506663650676
"F1" "14" "21" "100" "LASSO" 0.0033500837520938
"eTPR" "14" "21" "100" "LASSO" 0.00168067226890756
"eTNR" "14" "21" "100" "LASSO" 0.998412698412698
"ePPV" "14" "21" "100" "LASSO" 0.5
"d" "14" "21" "100" "LASSO" 0.00163265306122449
"iters" "14" "21" "100" "LASSO" 3
"time.user.self" "14" "21" "100" "LASSO" 0.0299999999988358
"time.sys.self" "14" "21" "100" "LASSO" 0
