"metric" "n_bands" "simulation" "p" "method" "value"
"cv.time.user.self" "10" "10" "25" "LRIDGE" 0.00585166240409233
"cv.time.sys.self" "10" "10" "25" "LRIDGE" 2.04603580562674e-05
"cv.time.elapsed" "10" "10" "25" "LRIDGE" 0.00627621483376051
"cv.time.user.child" "10" "10" "25" "LRIDGE" NA
"cv.time.sys.child" "10" "10" "25" "LRIDGE" NA
"cv.all.time.user.self" "10" "10" "25" "LRIDGE" 0.00585166240409233
"cv.all.time.sys.self" "10" "10" "25" "LRIDGE" 2.04603580562674e-05
"cv.all.time.elapsed" "10" "10" "25" "LRIDGE" 0.00627621483376051
"cv.all.time.user.child" "10" "10" "25" "LRIDGE" NA
"cv.all.time.sys.child" "10" "10" "25" "LRIDGE" NA
"n.cv.par" "10" "10" "25" "LRIDGE" 391
"lambda" "10" "1" "50" "LRIDGE" 0
"lambdar0" "10" "1" "50" "LRIDGE" 0
"kappa" "10" "1" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "1" "50" "LRIDGE" 42.9751912713413
"EL" "10" "1" "50" "LRIDGE" 0.266544072268296
"RMSE" "10" "1" "50" "LRIDGE" 0.00218490679716171
"F1" "10" "1" "50" "LRIDGE" 1
"eTPR" "10" "1" "50" "LRIDGE" 1
"eTNR" "10" "1" "50" "LRIDGE" 1
"ePPV" "10" "1" "50" "LRIDGE" 1
"d" "10" "1" "50" "LRIDGE" 0.363265306122449
"iters" "10" "1" "50" "LRIDGE" 12
"time.user.self" "10" "1" "50" "LRIDGE" 0.0700000000001637
"time.sys.self" "10" "1" "50" "LRIDGE" 0
"time.elapsed" "10" "1" "50" "LRIDGE" 0.0399999999999636
"time.user.child" "10" "1" "50" "LRIDGE" NA
"time.sys.child" "10" "1" "50" "LRIDGE" NA
"cv.iters" "10" "1" "50" "LRIDGE" 6.81333333333333
"cv.time.user.self" "10" "1" "50" "LRIDGE" 0.0354820512820465
"cv.time.sys.self" "10" "1" "50" "LRIDGE" 5.64102564102561e-05
"cv.time.elapsed" "10" "1" "50" "LRIDGE" 0.0359333333333327
"cv.time.user.child" "10" "1" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "1" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "1" "50" "LRIDGE" 0.0354820512820465
"cv.all.time.sys.self" "10" "1" "50" "LRIDGE" 5.64102564102561e-05
"cv.all.time.elapsed" "10" "1" "50" "LRIDGE" 0.0359333333333327
"cv.all.time.user.child" "10" "1" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "1" "50" "LRIDGE" NA
"n.cv.par" "10" "1" "50" "LRIDGE" 390
"lambda" "10" "2" "50" "LRIDGE" 0
"lambdar0" "10" "2" "50" "LRIDGE" 0
"kappa" "10" "2" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "2" "50" "LRIDGE" 46.3091853450481
"EL" "10" "2" "50" "LRIDGE" 0.243740397829214
"RMSE" "10" "2" "50" "LRIDGE" 0.00210177813003144
"F1" "10" "2" "50" "LRIDGE" 1
"eTPR" "10" "2" "50" "LRIDGE" 1
"eTNR" "10" "2" "50" "LRIDGE" 1
"ePPV" "10" "2" "50" "LRIDGE" 1
"d" "10" "2" "50" "LRIDGE" 0.363265306122449
"iters" "10" "2" "50" "LRIDGE" 12
"time.user.self" "10" "2" "50" "LRIDGE" 0.0399999999999636
"time.sys.self" "10" "2" "50" "LRIDGE" 0
"time.elapsed" "10" "2" "50" "LRIDGE" 0.0399999999999636
"time.user.child" "10" "2" "50" "LRIDGE" NA
"time.sys.child" "10" "2" "50" "LRIDGE" NA
"cv.iters" "10" "2" "50" "LRIDGE" 6.57040816326531
"cv.time.user.self" "10" "2" "50" "LRIDGE" 0.0332193877551042
"cv.time.sys.self" "10" "2" "50" "LRIDGE" 8.16326530612155e-05
"cv.time.elapsed" "10" "2" "50" "LRIDGE" 0.0333826530612311
"cv.time.user.child" "10" "2" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "2" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "2" "50" "LRIDGE" 0.0332193877551042
"cv.all.time.sys.self" "10" "2" "50" "LRIDGE" 8.16326530612155e-05
"cv.all.time.elapsed" "10" "2" "50" "LRIDGE" 0.0333826530612311
"cv.all.time.user.child" "10" "2" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "2" "50" "LRIDGE" NA
"n.cv.par" "10" "2" "50" "LRIDGE" 392
"lambda" "10" "3" "50" "LRIDGE" 0
"lambdar0" "10" "3" "50" "LRIDGE" 0
"kappa" "10" "3" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "3" "50" "LRIDGE" 42.5618422166927
"EL" "10" "3" "50" "LRIDGE" 0.273398842729854
"RMSE" "10" "3" "50" "LRIDGE" 0.00214282957099423
"F1" "10" "3" "50" "LRIDGE" 1
"eTPR" "10" "3" "50" "LRIDGE" 1
"eTNR" "10" "3" "50" "LRIDGE" 1
"ePPV" "10" "3" "50" "LRIDGE" 1
"d" "10" "3" "50" "LRIDGE" 0.363265306122449
"iters" "10" "3" "50" "LRIDGE" 12
"time.user.self" "10" "3" "50" "LRIDGE" 0.0700000000001637
"time.sys.self" "10" "3" "50" "LRIDGE" 0
"time.elapsed" "10" "3" "50" "LRIDGE" 0.0599999999999454
"time.user.child" "10" "3" "50" "LRIDGE" NA
"time.sys.child" "10" "3" "50" "LRIDGE" NA
"cv.iters" "10" "3" "50" "LRIDGE" 6.65063938618926
"cv.time.user.self" "10" "3" "50" "LRIDGE" 0.0316265984654685
"cv.time.sys.self" "10" "3" "50" "LRIDGE" 5.62659846547239e-05
"cv.time.elapsed" "10" "3" "50" "LRIDGE" 0.0319846547314553
"cv.time.user.child" "10" "3" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "3" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "3" "50" "LRIDGE" 0.0316265984654685
"cv.all.time.sys.self" "10" "3" "50" "LRIDGE" 5.62659846547239e-05
"cv.all.time.elapsed" "10" "3" "50" "LRIDGE" 0.0319846547314553
"cv.all.time.user.child" "10" "3" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "3" "50" "LRIDGE" NA
"n.cv.par" "10" "3" "50" "LRIDGE" 391
"lambda" "10" "4" "50" "LRIDGE" 0
"lambdar0" "10" "4" "50" "LRIDGE" 0
"kappa" "10" "4" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "4" "50" "LRIDGE" 41.8310883587953
"EL" "10" "4" "50" "LRIDGE" 0.241648030785697
"RMSE" "10" "4" "50" "LRIDGE" 0.00198668541764669
"F1" "10" "4" "50" "LRIDGE" 1
"eTPR" "10" "4" "50" "LRIDGE" 1
"eTNR" "10" "4" "50" "LRIDGE" 1
"ePPV" "10" "4" "50" "LRIDGE" 1
"d" "10" "4" "50" "LRIDGE" 0.363265306122449
"iters" "10" "4" "50" "LRIDGE" 12
"time.user.self" "10" "4" "50" "LRIDGE" 0.0500000000001819
"time.sys.self" "10" "4" "50" "LRIDGE" 0
"time.elapsed" "10" "4" "50" "LRIDGE" 0.0500000000001819
"time.user.child" "10" "4" "50" "LRIDGE" NA
"time.sys.child" "10" "4" "50" "LRIDGE" NA
"cv.iters" "10" "4" "50" "LRIDGE" 6.50534351145038
"cv.time.user.self" "10" "4" "50" "LRIDGE" 0.0285597964376553
"cv.time.sys.self" "10" "4" "50" "LRIDGE" 6.1068702290075e-05
"cv.time.elapsed" "10" "4" "50" "LRIDGE" 0.0288142493638686
"cv.time.user.child" "10" "4" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "4" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "4" "50" "LRIDGE" 0.0285597964376553
"cv.all.time.sys.self" "10" "4" "50" "LRIDGE" 6.1068702290075e-05
"cv.all.time.elapsed" "10" "4" "50" "LRIDGE" 0.0288142493638686
"cv.all.time.user.child" "10" "4" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "4" "50" "LRIDGE" NA
"n.cv.par" "10" "4" "50" "LRIDGE" 393
"lambda" "10" "5" "50" "LRIDGE" 0
"lambdar0" "10" "5" "50" "LRIDGE" 0
"kappa" "10" "5" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "5" "50" "LRIDGE" 45.9799771242097
"EL" "10" "5" "50" "LRIDGE" 0.257621633506702
"RMSE" "10" "5" "50" "LRIDGE" 0.00212359915013399
"F1" "10" "5" "50" "LRIDGE" 1
"eTPR" "10" "5" "50" "LRIDGE" 1
"eTNR" "10" "5" "50" "LRIDGE" 1
"ePPV" "10" "5" "50" "LRIDGE" 1
"d" "10" "5" "50" "LRIDGE" 0.363265306122449
"iters" "10" "5" "50" "LRIDGE" 12
"time.user.self" "10" "5" "50" "LRIDGE" 0.0299999999997453
"time.sys.self" "10" "5" "50" "LRIDGE" 0
"time.elapsed" "10" "5" "50" "LRIDGE" 0.0300000000002001
"time.user.child" "10" "5" "50" "LRIDGE" NA
"time.sys.child" "10" "5" "50" "LRIDGE" NA
"cv.iters" "10" "5" "50" "LRIDGE" 6.67328244274809
"cv.time.user.self" "10" "5" "50" "LRIDGE" 0.0242798982188323
"cv.time.sys.self" "10" "5" "50" "LRIDGE" 4.58015267175554e-05
"cv.time.elapsed" "10" "5" "50" "LRIDGE" 0.024167938931299
"cv.time.user.child" "10" "5" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "5" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "5" "50" "LRIDGE" 0.0242798982188323
"cv.all.time.sys.self" "10" "5" "50" "LRIDGE" 4.58015267175554e-05
"cv.all.time.elapsed" "10" "5" "50" "LRIDGE" 0.024167938931299
"cv.all.time.user.child" "10" "5" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "5" "50" "LRIDGE" NA
"n.cv.par" "10" "5" "50" "LRIDGE" 393
"lambda" "10" "6" "50" "LRIDGE" 0
"lambdar0" "10" "6" "50" "LRIDGE" 0
"kappa" "10" "6" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "6" "50" "LRIDGE" 41.6658729844121
"EL" "10" "6" "50" "LRIDGE" 0.267469331775118
"RMSE" "10" "6" "50" "LRIDGE" 0.00215674355442775
"F1" "10" "6" "50" "LRIDGE" 1
"eTPR" "10" "6" "50" "LRIDGE" 1
"eTNR" "10" "6" "50" "LRIDGE" 1
"ePPV" "10" "6" "50" "LRIDGE" 1
"d" "10" "6" "50" "LRIDGE" 0.363265306122449
"iters" "10" "6" "50" "LRIDGE" 12
"time.user.self" "10" "6" "50" "LRIDGE" 0.0500000000001819
"time.sys.self" "10" "6" "50" "LRIDGE" 0
"time.elapsed" "10" "6" "50" "LRIDGE" 0.0300000000002001
"time.user.child" "10" "6" "50" "LRIDGE" NA
"time.sys.child" "10" "6" "50" "LRIDGE" NA
"cv.iters" "10" "6" "50" "LRIDGE" 6.61670886075949
"cv.time.user.self" "10" "6" "50" "LRIDGE" 0.0222987341772106
"cv.time.sys.self" "10" "6" "50" "LRIDGE" 4.05063291139232e-05
"cv.time.elapsed" "10" "6" "50" "LRIDGE" 0.0220050632911374
"cv.time.user.child" "10" "6" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "6" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "6" "50" "LRIDGE" 0.0222987341772106
"cv.all.time.sys.self" "10" "6" "50" "LRIDGE" 4.05063291139232e-05
"cv.all.time.elapsed" "10" "6" "50" "LRIDGE" 0.0220050632911374
"cv.all.time.user.child" "10" "6" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "6" "50" "LRIDGE" NA
"n.cv.par" "10" "6" "50" "LRIDGE" 395
"lambda" "10" "7" "50" "LRIDGE" 0
"lambdar0" "10" "7" "50" "LRIDGE" 0
"kappa" "10" "7" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "7" "50" "LRIDGE" 42.7919985523969
"EL" "10" "7" "50" "LRIDGE" 0.293472961610938
"RMSE" "10" "7" "50" "LRIDGE" 0.0021745443680961
"F1" "10" "7" "50" "LRIDGE" 1
"eTPR" "10" "7" "50" "LRIDGE" 1
"eTNR" "10" "7" "50" "LRIDGE" 1
"ePPV" "10" "7" "50" "LRIDGE" 1
"d" "10" "7" "50" "LRIDGE" 0.363265306122449
"iters" "10" "7" "50" "LRIDGE" 12
"time.user.self" "10" "7" "50" "LRIDGE" 0.0500000000001819
"time.sys.self" "10" "7" "50" "LRIDGE" 0
"time.elapsed" "10" "7" "50" "LRIDGE" 0.0500000000001819
"time.user.child" "10" "7" "50" "LRIDGE" NA
"time.sys.child" "10" "7" "50" "LRIDGE" NA
"cv.iters" "10" "7" "50" "LRIDGE" 6.45824742268041
"cv.time.user.self" "10" "7" "50" "LRIDGE" 0.0225154639175205
"cv.time.sys.self" "10" "7" "50" "LRIDGE" 4.1237113402061e-05
"cv.time.elapsed" "10" "7" "50" "LRIDGE" 0.022701030927835
"cv.time.user.child" "10" "7" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "7" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "7" "50" "LRIDGE" 0.0225154639175205
"cv.all.time.sys.self" "10" "7" "50" "LRIDGE" 4.1237113402061e-05
"cv.all.time.elapsed" "10" "7" "50" "LRIDGE" 0.022701030927835
"cv.all.time.user.child" "10" "7" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "7" "50" "LRIDGE" NA
"n.cv.par" "10" "7" "50" "LRIDGE" 388
"lambda" "10" "8" "50" "LRIDGE" 0
"lambdar0" "10" "8" "50" "LRIDGE" 0
"kappa" "10" "8" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "8" "50" "LRIDGE" 45.0207459870366
"EL" "10" "8" "50" "LRIDGE" 0.239359683607098
"RMSE" "10" "8" "50" "LRIDGE" 0.00199524526416176
"F1" "10" "8" "50" "LRIDGE" 1
"eTPR" "10" "8" "50" "LRIDGE" 1
"eTNR" "10" "8" "50" "LRIDGE" 1
"ePPV" "10" "8" "50" "LRIDGE" 1
"d" "10" "8" "50" "LRIDGE" 0.363265306122449
"iters" "10" "8" "50" "LRIDGE" 13
"time.user.self" "10" "8" "50" "LRIDGE" 0.0799999999999272
"time.sys.self" "10" "8" "50" "LRIDGE" 0
"time.elapsed" "10" "8" "50" "LRIDGE" 0.069999999999709
"time.user.child" "10" "8" "50" "LRIDGE" NA
"time.sys.child" "10" "8" "50" "LRIDGE" NA
"cv.iters" "10" "8" "50" "LRIDGE" 6.5823677581864
"cv.time.user.self" "10" "8" "50" "LRIDGE" 0.0242015113350137
"cv.time.sys.self" "10" "8" "50" "LRIDGE" 5.03778337531493e-05
"cv.time.elapsed" "10" "8" "50" "LRIDGE" 0.024302267002516
"cv.time.user.child" "10" "8" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "8" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "8" "50" "LRIDGE" 0.0242015113350137
"cv.all.time.sys.self" "10" "8" "50" "LRIDGE" 5.03778337531493e-05
"cv.all.time.elapsed" "10" "8" "50" "LRIDGE" 0.024302267002516
"cv.all.time.user.child" "10" "8" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "8" "50" "LRIDGE" NA
"n.cv.par" "10" "8" "50" "LRIDGE" 397
"lambda" "10" "9" "50" "LRIDGE" 0
"lambdar0" "10" "9" "50" "LRIDGE" 0
"kappa" "10" "9" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "9" "50" "LRIDGE" 42.2056200095608
"EL" "10" "9" "50" "LRIDGE" 0.243909566904563
"RMSE" "10" "9" "50" "LRIDGE" 0.00198562696881302
"F1" "10" "9" "50" "LRIDGE" 1
"eTPR" "10" "9" "50" "LRIDGE" 1
"eTNR" "10" "9" "50" "LRIDGE" 1
"ePPV" "10" "9" "50" "LRIDGE" 1
"d" "10" "9" "50" "LRIDGE" 0.363265306122449
"iters" "10" "9" "50" "LRIDGE" 12
"time.user.self" "10" "9" "50" "LRIDGE" 0.0500000000001819
"time.sys.self" "10" "9" "50" "LRIDGE" 0
"time.elapsed" "10" "9" "50" "LRIDGE" 0.0299999999997453
"time.user.child" "10" "9" "50" "LRIDGE" NA
"time.sys.child" "10" "9" "50" "LRIDGE" NA
"cv.iters" "10" "9" "50" "LRIDGE" 6.47544303797468
"cv.time.user.self" "10" "9" "50" "LRIDGE" 0.0227746835443006
"cv.time.sys.self" "10" "9" "50" "LRIDGE" 1.01265822784826e-05
"cv.time.elapsed" "10" "9" "50" "LRIDGE" 0.022713924050635
"cv.time.user.child" "10" "9" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "9" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "9" "50" "LRIDGE" 0.0227746835443006
"cv.all.time.sys.self" "10" "9" "50" "LRIDGE" 1.01265822784826e-05
"cv.all.time.elapsed" "10" "9" "50" "LRIDGE" 0.022713924050635
"cv.all.time.user.child" "10" "9" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "9" "50" "LRIDGE" NA
"n.cv.par" "10" "9" "50" "LRIDGE" 395
"lambda" "10" "10" "50" "LRIDGE" 0
"lambdar0" "10" "10" "50" "LRIDGE" 0
"kappa" "10" "10" "50" "LRIDGE" 0.0637334145416919
"condnum" "10" "10" "50" "LRIDGE" 42.1491460342413
"EL" "10" "10" "50" "LRIDGE" 0.266542759197421
"RMSE" "10" "10" "50" "LRIDGE" 0.00215548068905668
"F1" "10" "10" "50" "LRIDGE" 1
"eTPR" "10" "10" "50" "LRIDGE" 1
"eTNR" "10" "10" "50" "LRIDGE" 1
"ePPV" "10" "10" "50" "LRIDGE" 1
"d" "10" "10" "50" "LRIDGE" 0.363265306122449
"iters" "10" "10" "50" "LRIDGE" 12
"time.user.self" "10" "10" "50" "LRIDGE" 0.0299999999997453
"time.sys.self" "10" "10" "50" "LRIDGE" 0
"time.elapsed" "10" "10" "50" "LRIDGE" 0.0500000000001819
"time.user.child" "10" "10" "50" "LRIDGE" NA
"time.sys.child" "10" "10" "50" "LRIDGE" NA
"cv.iters" "10" "10" "50" "LRIDGE" 6.57964376590331
"cv.time.user.self" "10" "10" "50" "LRIDGE" 0.0227328244274756
"cv.time.sys.self" "10" "10" "50" "LRIDGE" 2.03562340966953e-05
"cv.time.elapsed" "10" "10" "50" "LRIDGE" 0.0226412213740346
"cv.time.user.child" "10" "10" "50" "LRIDGE" NA
"cv.time.sys.child" "10" "10" "50" "LRIDGE" NA
"cv.all.time.user.self" "10" "10" "50" "LRIDGE" 0.0227328244274756
"cv.all.time.sys.self" "10" "10" "50" "LRIDGE" 2.03562340966953e-05
"cv.all.time.elapsed" "10" "10" "50" "LRIDGE" 0.0226412213740346
"cv.all.time.user.child" "10" "10" "50" "LRIDGE" NA
"cv.all.time.sys.child" "10" "10" "50" "LRIDGE" NA
"n.cv.par" "10" "10" "50" "LRIDGE" 393
"lambda" "10" "1" "100" "LRIDGE" 1e-04
"lambdar0" "10" "1" "100" "LRIDGE" 1e-04
"kappa" "10" "1" "100" "LRIDGE" 1e-04
"condnum" "10" "1" "100" "LRIDGE" 1e-04
"EL" "10" "1" "100" "LRIDGE" 1e-04
"RMSE" "10" "1" "100" "LRIDGE" 1e-04
"F1" "10" "1" "100" "LRIDGE" 1e-04
"eTPR" "10" "1" "100" "LRIDGE" 1e-04
"eTNR" "10" "1" "100" "LRIDGE" 1e-04
"ePPV" "10" "1" "100" "LRIDGE" 1e-04
"d" "10" "1" "100" "LRIDGE" 1e-04
"iters" "10" "1" "100" "LRIDGE" 1e-04
"time.user.self" "10" "1" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "1" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "1" "100" "LRIDGE" 1e-04
"time.user.child" "10" "1" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "1" "100" "LRIDGE" 1e-04
"cv.iters" "10" "1" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "1" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "1" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "1" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "1" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "1" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "1" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "1" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "1" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "1" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "1" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "1" "100" "LRIDGE" 1e-04
"lambda" "10" "2" "100" "LRIDGE" 1e-04
"lambdar0" "10" "2" "100" "LRIDGE" 1e-04
"kappa" "10" "2" "100" "LRIDGE" 1e-04
"condnum" "10" "2" "100" "LRIDGE" 1e-04
"EL" "10" "2" "100" "LRIDGE" 1e-04
"RMSE" "10" "2" "100" "LRIDGE" 1e-04
"F1" "10" "2" "100" "LRIDGE" 1e-04
"eTPR" "10" "2" "100" "LRIDGE" 1e-04
"eTNR" "10" "2" "100" "LRIDGE" 1e-04
"ePPV" "10" "2" "100" "LRIDGE" 1e-04
"d" "10" "2" "100" "LRIDGE" 1e-04
"iters" "10" "2" "100" "LRIDGE" 1e-04
"time.user.self" "10" "2" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "2" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "2" "100" "LRIDGE" 1e-04
"time.user.child" "10" "2" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "2" "100" "LRIDGE" 1e-04
"cv.iters" "10" "2" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "2" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "2" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "2" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "2" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "2" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "2" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "2" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "2" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "2" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "2" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "2" "100" "LRIDGE" 1e-04
"lambda" "10" "3" "100" "LRIDGE" 1e-04
"lambdar0" "10" "3" "100" "LRIDGE" 1e-04
"kappa" "10" "3" "100" "LRIDGE" 1e-04
"condnum" "10" "3" "100" "LRIDGE" 1e-04
"EL" "10" "3" "100" "LRIDGE" 1e-04
"RMSE" "10" "3" "100" "LRIDGE" 1e-04
"F1" "10" "3" "100" "LRIDGE" 1e-04
"eTPR" "10" "3" "100" "LRIDGE" 1e-04
"eTNR" "10" "3" "100" "LRIDGE" 1e-04
"ePPV" "10" "3" "100" "LRIDGE" 1e-04
"d" "10" "3" "100" "LRIDGE" 1e-04
"iters" "10" "3" "100" "LRIDGE" 1e-04
"time.user.self" "10" "3" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "3" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "3" "100" "LRIDGE" 1e-04
"time.user.child" "10" "3" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "3" "100" "LRIDGE" 1e-04
"cv.iters" "10" "3" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "3" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "3" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "3" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "3" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "3" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "3" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "3" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "3" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "3" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "3" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "3" "100" "LRIDGE" 1e-04
"lambda" "10" "4" "100" "LRIDGE" 1e-04
"lambdar0" "10" "4" "100" "LRIDGE" 1e-04
"kappa" "10" "4" "100" "LRIDGE" 1e-04
"condnum" "10" "4" "100" "LRIDGE" 1e-04
"EL" "10" "4" "100" "LRIDGE" 1e-04
"RMSE" "10" "4" "100" "LRIDGE" 1e-04
"F1" "10" "4" "100" "LRIDGE" 1e-04
"eTPR" "10" "4" "100" "LRIDGE" 1e-04
"eTNR" "10" "4" "100" "LRIDGE" 1e-04
"ePPV" "10" "4" "100" "LRIDGE" 1e-04
"d" "10" "4" "100" "LRIDGE" 1e-04
"iters" "10" "4" "100" "LRIDGE" 1e-04
"time.user.self" "10" "4" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "4" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "4" "100" "LRIDGE" 1e-04
"time.user.child" "10" "4" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "4" "100" "LRIDGE" 1e-04
"cv.iters" "10" "4" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "4" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "4" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "4" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "4" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "4" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "4" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "4" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "4" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "4" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "4" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "4" "100" "LRIDGE" 1e-04
"lambda" "10" "5" "100" "LRIDGE" 1e-04
"lambdar0" "10" "5" "100" "LRIDGE" 1e-04
"kappa" "10" "5" "100" "LRIDGE" 1e-04
"condnum" "10" "5" "100" "LRIDGE" 1e-04
"EL" "10" "5" "100" "LRIDGE" 1e-04
"RMSE" "10" "5" "100" "LRIDGE" 1e-04
"F1" "10" "5" "100" "LRIDGE" 1e-04
"eTPR" "10" "5" "100" "LRIDGE" 1e-04
"eTNR" "10" "5" "100" "LRIDGE" 1e-04
"ePPV" "10" "5" "100" "LRIDGE" 1e-04
"d" "10" "5" "100" "LRIDGE" 1e-04
"iters" "10" "5" "100" "LRIDGE" 1e-04
"time.user.self" "10" "5" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "5" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "5" "100" "LRIDGE" 1e-04
"time.user.child" "10" "5" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "5" "100" "LRIDGE" 1e-04
"cv.iters" "10" "5" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "5" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "5" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "5" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "5" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "5" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "5" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "5" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "5" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "5" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "5" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "5" "100" "LRIDGE" 1e-04
"lambda" "10" "6" "100" "LRIDGE" 1e-04
