"metric" "n_bands" "simulation" "p" "method" "value"
"cv.time.sys.self" "10" "8" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "8" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "8" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "8" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "8" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "8" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "8" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "8" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "8" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "8" "100" "LRIDGE" 1e-04
"lambda" "3" "9" "100" "LRIDGE" 0
"lambdar0" "3" "9" "100" "LRIDGE" 0
"kappa" "3" "9" "100" "LRIDGE" 0
"condnum" "3" "9" "100" "LRIDGE" 98.8431005199251
"EL" "3" "9" "100" "LRIDGE" 0.235287292534863
"RMSE" "3" "9" "100" "LRIDGE" 0.000294606029736159
"F1" "3" "9" "100" "LRIDGE" 1
"eTPR" "3" "9" "100" "LRIDGE" 1
"eTNR" "3" "9" "100" "LRIDGE" 1
"ePPV" "3" "9" "100" "LRIDGE" 1
"d" "3" "9" "100" "LRIDGE" 0.0593939393939394
"iters" "3" "9" "100" "LRIDGE" 11
"time.user.self" "3" "9" "100" "LRIDGE" 0.210000000000036
"time.sys.self" "3" "9" "100" "LRIDGE" 0
"time.elapsed" "3" "9" "100" "LRIDGE" 0.179999999999382
"time.user.child" "3" "9" "100" "LRIDGE" NA
"time.sys.child" "3" "9" "100" "LRIDGE" NA
"cv.iters" "3" "9" "100" "LRIDGE" 5.20886075949367
"cv.time.user.self" "3" "9" "100" "LRIDGE" 0.0745759493670845
"cv.time.sys.self" "3" "9" "100" "LRIDGE" 0.000170886075949371
"cv.time.elapsed" "3" "9" "100" "LRIDGE" 0.0743227848101158
"cv.time.user.child" "3" "9" "100" "LRIDGE" NA
"cv.time.sys.child" "3" "9" "100" "LRIDGE" NA
"cv.all.time.user.self" "3" "9" "100" "LRIDGE" 0.0745759493670845
"cv.all.time.sys.self" "3" "9" "100" "LRIDGE" 0.000170886075949371
"cv.all.time.elapsed" "3" "9" "100" "LRIDGE" 0.0743227848101158
"cv.all.time.user.child" "3" "9" "100" "LRIDGE" NA
"cv.all.time.sys.child" "3" "9" "100" "LRIDGE" NA
"n.cv.par" "3" "9" "100" "LRIDGE" 316
"lambda" "10" "9" "100" "LRIDGE" 1e-04
"lambdar0" "10" "9" "100" "LRIDGE" 1e-04
"kappa" "10" "9" "100" "LRIDGE" 1e-04
"condnum" "10" "9" "100" "LRIDGE" 1e-04
"EL" "10" "9" "100" "LRIDGE" 1e-04
"RMSE" "10" "9" "100" "LRIDGE" 1e-04
"F1" "10" "9" "100" "LRIDGE" 1e-04
"eTPR" "10" "9" "100" "LRIDGE" 1e-04
"eTNR" "10" "9" "100" "LRIDGE" 1e-04
"ePPV" "10" "9" "100" "LRIDGE" 1e-04
"d" "10" "9" "100" "LRIDGE" 1e-04
"iters" "10" "9" "100" "LRIDGE" 1e-04
"time.user.self" "10" "9" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "9" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "9" "100" "LRIDGE" 1e-04
"time.user.child" "10" "9" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "9" "100" "LRIDGE" 1e-04
"cv.iters" "10" "9" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "9" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "9" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "9" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "9" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "9" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "9" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "9" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "9" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "9" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "9" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "9" "100" "LRIDGE" 1e-04
"lambda" "3" "10" "100" "LRIDGE" 0
"lambdar0" "3" "10" "100" "LRIDGE" 0
"kappa" "3" "10" "100" "LRIDGE" 0
"condnum" "3" "10" "100" "LRIDGE" 102.394425238177
"EL" "3" "10" "100" "LRIDGE" 0.223699024547614
"RMSE" "3" "10" "100" "LRIDGE" 0.000299782316576114
"F1" "3" "10" "100" "LRIDGE" 1
"eTPR" "3" "10" "100" "LRIDGE" 1
"eTNR" "3" "10" "100" "LRIDGE" 1
"ePPV" "3" "10" "100" "LRIDGE" 1
"d" "3" "10" "100" "LRIDGE" 0.0593939393939394
"iters" "3" "10" "100" "LRIDGE" 11
"time.user.self" "3" "10" "100" "LRIDGE" 0.139999999999418
"time.sys.self" "3" "10" "100" "LRIDGE" 0
"time.elapsed" "3" "10" "100" "LRIDGE" 0.159999999999854
"time.user.child" "3" "10" "100" "LRIDGE" NA
"time.sys.child" "3" "10" "100" "LRIDGE" NA
"cv.iters" "3" "10" "100" "LRIDGE" 4.93333333333333
"cv.time.user.self" "3" "10" "100" "LRIDGE" 0.0723518518518491
"cv.time.sys.self" "3" "10" "100" "LRIDGE" 0.000240740740740739
"cv.time.elapsed" "3" "10" "100" "LRIDGE" 0.0728271604938106
"cv.time.user.child" "3" "10" "100" "LRIDGE" NA
"cv.time.sys.child" "3" "10" "100" "LRIDGE" NA
"cv.all.time.user.self" "3" "10" "100" "LRIDGE" 0.0723518518518491
"cv.all.time.sys.self" "3" "10" "100" "LRIDGE" 0.000240740740740739
"cv.all.time.elapsed" "3" "10" "100" "LRIDGE" 0.0728271604938106
"cv.all.time.user.child" "3" "10" "100" "LRIDGE" NA
"cv.all.time.sys.child" "3" "10" "100" "LRIDGE" NA
"n.cv.par" "3" "10" "100" "LRIDGE" 324
"lambda" "10" "10" "100" "LRIDGE" 1e-04
"lambdar0" "10" "10" "100" "LRIDGE" 1e-04
"kappa" "10" "10" "100" "LRIDGE" 1e-04
"condnum" "10" "10" "100" "LRIDGE" 1e-04
"EL" "10" "10" "100" "LRIDGE" 1e-04
"RMSE" "10" "10" "100" "LRIDGE" 1e-04
"F1" "10" "10" "100" "LRIDGE" 1e-04
"eTPR" "10" "10" "100" "LRIDGE" 1e-04
"eTNR" "10" "10" "100" "LRIDGE" 1e-04
"ePPV" "10" "10" "100" "LRIDGE" 1e-04
"d" "10" "10" "100" "LRIDGE" 1e-04
"iters" "10" "10" "100" "LRIDGE" 1e-04
"time.user.self" "10" "10" "100" "LRIDGE" 1e-04
"time.sys.self" "10" "10" "100" "LRIDGE" 1e-04
"time.elapsed" "10" "10" "100" "LRIDGE" 1e-04
"time.user.child" "10" "10" "100" "LRIDGE" 1e-04
"time.sys.child" "10" "10" "100" "LRIDGE" 1e-04
"cv.iters" "10" "10" "100" "LRIDGE" 1e-04
"cv.time.user.self" "10" "10" "100" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "10" "100" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "10" "100" "LRIDGE" 1e-04
"cv.time.user.child" "10" "10" "100" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "10" "100" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "10" "100" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "10" "100" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "10" "100" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "10" "100" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "10" "100" "LRIDGE" 1e-04
"n.cv.par" "10" "10" "100" "LRIDGE" 1e-04
"lambda" "3" "1" "200" "LRIDGE" 0
"lambdar0" "3" "1" "200" "LRIDGE" 0
"kappa" "3" "1" "200" "LRIDGE" 0
"condnum" "3" "1" "200" "LRIDGE" 194.525127582871
"EL" "3" "1" "200" "LRIDGE" 0.570612278751469
"RMSE" "3" "1" "200" "LRIDGE" 0.000122811632362579
"F1" "3" "1" "200" "LRIDGE" 1
"eTPR" "3" "1" "200" "LRIDGE" 1
"eTNR" "3" "1" "200" "LRIDGE" 1
"ePPV" "3" "1" "200" "LRIDGE" 1
"d" "3" "1" "200" "LRIDGE" 0.0298492462311558
"iters" "3" "1" "200" "LRIDGE" 8
"time.user.self" "3" "1" "200" "LRIDGE" 0.840000000000146
"time.sys.self" "3" "1" "200" "LRIDGE" 0.00999999999999801
"time.elapsed" "3" "1" "200" "LRIDGE" 0.860000000000582
"time.user.child" "3" "1" "200" "LRIDGE" NA
"time.sys.child" "3" "1" "200" "LRIDGE" NA
"cv.iters" "3" "1" "200" "LRIDGE" 4.20949367088608
"cv.time.user.self" "3" "1" "200" "LRIDGE" 0.469753164556963
"cv.time.sys.self" "3" "1" "200" "LRIDGE" 0.000987341772151898
"cv.time.elapsed" "3" "1" "200" "LRIDGE" 0.47181645569621
"cv.time.user.child" "3" "1" "200" "LRIDGE" NA
"cv.time.sys.child" "3" "1" "200" "LRIDGE" NA
"cv.all.time.user.self" "3" "1" "200" "LRIDGE" 0.469753164556963
"cv.all.time.sys.self" "3" "1" "200" "LRIDGE" 0.000987341772151898
"cv.all.time.elapsed" "3" "1" "200" "LRIDGE" 0.47181645569621
"cv.all.time.user.child" "3" "1" "200" "LRIDGE" NA
"cv.all.time.sys.child" "3" "1" "200" "LRIDGE" NA
"n.cv.par" "3" "1" "200" "LRIDGE" 316
"lambda" "10" "1" "200" "LRIDGE" 1e-04
"lambdar0" "10" "1" "200" "LRIDGE" 1e-04
"kappa" "10" "1" "200" "LRIDGE" 1e-04
"condnum" "10" "1" "200" "LRIDGE" 1e-04
"EL" "10" "1" "200" "LRIDGE" 1e-04
"RMSE" "10" "1" "200" "LRIDGE" 1e-04
"F1" "10" "1" "200" "LRIDGE" 1e-04
"eTPR" "10" "1" "200" "LRIDGE" 1e-04
"eTNR" "10" "1" "200" "LRIDGE" 1e-04
"ePPV" "10" "1" "200" "LRIDGE" 1e-04
"d" "10" "1" "200" "LRIDGE" 1e-04
"iters" "10" "1" "200" "LRIDGE" 1e-04
"time.user.self" "10" "1" "200" "LRIDGE" 1e-04
"time.sys.self" "10" "1" "200" "LRIDGE" 1e-04
"time.elapsed" "10" "1" "200" "LRIDGE" 1e-04
"time.user.child" "10" "1" "200" "LRIDGE" 1e-04
"time.sys.child" "10" "1" "200" "LRIDGE" 1e-04
"cv.iters" "10" "1" "200" "LRIDGE" 1e-04
"cv.time.user.self" "10" "1" "200" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "1" "200" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "1" "200" "LRIDGE" 1e-04
"cv.time.user.child" "10" "1" "200" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "1" "200" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "1" "200" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "1" "200" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "1" "200" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "1" "200" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "1" "200" "LRIDGE" 1e-04
"n.cv.par" "10" "1" "200" "LRIDGE" 1e-04
"lambda" "3" "2" "200" "LRIDGE" 0
"lambdar0" "3" "2" "200" "LRIDGE" 0
"kappa" "3" "2" "200" "LRIDGE" 0
"condnum" "3" "2" "200" "LRIDGE" 212.383080726966
"EL" "3" "2" "200" "LRIDGE" 0.549451263888812
"RMSE" "3" "2" "200" "LRIDGE" 0.00012775183676956
"F1" "3" "2" "200" "LRIDGE" 1
"eTPR" "3" "2" "200" "LRIDGE" 1
"eTNR" "3" "2" "200" "LRIDGE" 1
"ePPV" "3" "2" "200" "LRIDGE" 1
"d" "3" "2" "200" "LRIDGE" 0.0298492462311558
"iters" "3" "2" "200" "LRIDGE" 8
"time.user.self" "3" "2" "200" "LRIDGE" 0.860000000000582
"time.sys.self" "3" "2" "200" "LRIDGE" 0
"time.elapsed" "3" "2" "200" "LRIDGE" 0.860000000000582
"time.user.child" "3" "2" "200" "LRIDGE" NA
"time.sys.child" "3" "2" "200" "LRIDGE" NA
"cv.iters" "3" "2" "200" "LRIDGE" 4.42025316455696
"cv.time.user.self" "3" "2" "200" "LRIDGE" 0.509784810126563
"cv.time.sys.self" "3" "2" "200" "LRIDGE" 0.0011518987341772
"cv.time.elapsed" "3" "2" "200" "LRIDGE" 0.512582278481042
"cv.time.user.child" "3" "2" "200" "LRIDGE" NA
"cv.time.sys.child" "3" "2" "200" "LRIDGE" NA
"cv.all.time.user.self" "3" "2" "200" "LRIDGE" 0.509784810126563
"cv.all.time.sys.self" "3" "2" "200" "LRIDGE" 0.0011518987341772
"cv.all.time.elapsed" "3" "2" "200" "LRIDGE" 0.512582278481042
"cv.all.time.user.child" "3" "2" "200" "LRIDGE" NA
"cv.all.time.sys.child" "3" "2" "200" "LRIDGE" NA
"n.cv.par" "3" "2" "200" "LRIDGE" 316
"lambda" "10" "2" "200" "LRIDGE" 1e-04
"lambdar0" "10" "2" "200" "LRIDGE" 1e-04
"kappa" "10" "2" "200" "LRIDGE" 1e-04
"condnum" "10" "2" "200" "LRIDGE" 1e-04
"EL" "10" "2" "200" "LRIDGE" 1e-04
"RMSE" "10" "2" "200" "LRIDGE" 1e-04
"F1" "10" "2" "200" "LRIDGE" 1e-04
"eTPR" "10" "2" "200" "LRIDGE" 1e-04
"eTNR" "10" "2" "200" "LRIDGE" 1e-04
"ePPV" "10" "2" "200" "LRIDGE" 1e-04
"d" "10" "2" "200" "LRIDGE" 1e-04
"iters" "10" "2" "200" "LRIDGE" 1e-04
"time.user.self" "10" "2" "200" "LRIDGE" 1e-04
"time.sys.self" "10" "2" "200" "LRIDGE" 1e-04
"time.elapsed" "10" "2" "200" "LRIDGE" 1e-04
"time.user.child" "10" "2" "200" "LRIDGE" 1e-04
"time.sys.child" "10" "2" "200" "LRIDGE" 1e-04
"cv.iters" "10" "2" "200" "LRIDGE" 1e-04
"cv.time.user.self" "10" "2" "200" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "2" "200" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "2" "200" "LRIDGE" 1e-04
"cv.time.user.child" "10" "2" "200" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "2" "200" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "2" "200" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "2" "200" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "2" "200" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "2" "200" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "2" "200" "LRIDGE" 1e-04
"n.cv.par" "10" "2" "200" "LRIDGE" 1e-04
"lambda" "3" "3" "200" "LRIDGE" 0
"lambdar0" "3" "3" "200" "LRIDGE" 0
"kappa" "3" "3" "200" "LRIDGE" 0
"condnum" "3" "3" "200" "LRIDGE" 197.008309271018
"EL" "3" "3" "200" "LRIDGE" 0.511284847054895
"RMSE" "3" "3" "200" "LRIDGE" 0.000121096241706955
"F1" "3" "3" "200" "LRIDGE" 1
"eTPR" "3" "3" "200" "LRIDGE" 1
"eTNR" "3" "3" "200" "LRIDGE" 1
"ePPV" "3" "3" "200" "LRIDGE" 1
"d" "3" "3" "200" "LRIDGE" 0.0298492462311558
"iters" "3" "3" "200" "LRIDGE" 8
"time.user.self" "3" "3" "200" "LRIDGE" 0.8700000000008
"time.sys.self" "3" "3" "200" "LRIDGE" 0
"time.elapsed" "3" "3" "200" "LRIDGE" 0.8799999999992
"time.user.child" "3" "3" "200" "LRIDGE" NA
"time.sys.child" "3" "3" "200" "LRIDGE" NA
"cv.iters" "3" "3" "200" "LRIDGE" 4.36645569620253
"cv.time.user.self" "3" "3" "200" "LRIDGE" 0.495310126582272
"cv.time.sys.self" "3" "3" "200" "LRIDGE" 0.000860759493670908
"cv.time.elapsed" "3" "3" "200" "LRIDGE" 0.497215189873425
"cv.time.user.child" "3" "3" "200" "LRIDGE" NA
"cv.time.sys.child" "3" "3" "200" "LRIDGE" NA
"cv.all.time.user.self" "3" "3" "200" "LRIDGE" 0.495310126582272
"cv.all.time.sys.self" "3" "3" "200" "LRIDGE" 0.000860759493670908
"cv.all.time.elapsed" "3" "3" "200" "LRIDGE" 0.497215189873425
"cv.all.time.user.child" "3" "3" "200" "LRIDGE" NA
"cv.all.time.sys.child" "3" "3" "200" "LRIDGE" NA
"n.cv.par" "3" "3" "200" "LRIDGE" 316
"lambda" "10" "3" "200" "LRIDGE" 1e-04
"lambdar0" "10" "3" "200" "LRIDGE" 1e-04
"kappa" "10" "3" "200" "LRIDGE" 1e-04
"condnum" "10" "3" "200" "LRIDGE" 1e-04
"EL" "10" "3" "200" "LRIDGE" 1e-04
"RMSE" "10" "3" "200" "LRIDGE" 1e-04
"F1" "10" "3" "200" "LRIDGE" 1e-04
"eTPR" "10" "3" "200" "LRIDGE" 1e-04
"eTNR" "10" "3" "200" "LRIDGE" 1e-04
"ePPV" "10" "3" "200" "LRIDGE" 1e-04
"d" "10" "3" "200" "LRIDGE" 1e-04
"iters" "10" "3" "200" "LRIDGE" 1e-04
"time.user.self" "10" "3" "200" "LRIDGE" 1e-04
"time.sys.self" "10" "3" "200" "LRIDGE" 1e-04
"time.elapsed" "10" "3" "200" "LRIDGE" 1e-04
"time.user.child" "10" "3" "200" "LRIDGE" 1e-04
"time.sys.child" "10" "3" "200" "LRIDGE" 1e-04
"cv.iters" "10" "3" "200" "LRIDGE" 1e-04
"cv.time.user.self" "10" "3" "200" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "3" "200" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "3" "200" "LRIDGE" 1e-04
"cv.time.user.child" "10" "3" "200" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "3" "200" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "3" "200" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "3" "200" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "3" "200" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "3" "200" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "3" "200" "LRIDGE" 1e-04
"n.cv.par" "10" "3" "200" "LRIDGE" 1e-04
"lambda" "3" "4" "200" "LRIDGE" 0
"lambdar0" "3" "4" "200" "LRIDGE" 0
"kappa" "3" "4" "200" "LRIDGE" 0
"condnum" "3" "4" "200" "LRIDGE" 205.332706025669
"EL" "3" "4" "200" "LRIDGE" 0.509461684272793
"RMSE" "3" "4" "200" "LRIDGE" 0.000117996972393692
"F1" "3" "4" "200" "LRIDGE" 1
"eTPR" "3" "4" "200" "LRIDGE" 1
"eTNR" "3" "4" "200" "LRIDGE" 1
"ePPV" "3" "4" "200" "LRIDGE" 1
"d" "3" "4" "200" "LRIDGE" 0.0298492462311558
"iters" "3" "4" "200" "LRIDGE" 8
"time.user.self" "3" "4" "200" "LRIDGE" 1.04999999999927
"time.sys.self" "3" "4" "200" "LRIDGE" 0.00999999999999801
"time.elapsed" "3" "4" "200" "LRIDGE" 1.06999999999971
"time.user.child" "3" "4" "200" "LRIDGE" NA
"time.sys.child" "3" "4" "200" "LRIDGE" NA
"cv.iters" "3" "4" "200" "LRIDGE" 4.37015873015873
"cv.time.user.self" "3" "4" "200" "LRIDGE" 0.518425396825405
"cv.time.sys.self" "3" "4" "200" "LRIDGE" 0.00104761904761903
"cv.time.elapsed" "3" "4" "200" "LRIDGE" 0.520990476190524
"cv.time.user.child" "3" "4" "200" "LRIDGE" NA
"cv.time.sys.child" "3" "4" "200" "LRIDGE" NA
"cv.all.time.user.self" "3" "4" "200" "LRIDGE" 0.518425396825405
"cv.all.time.sys.self" "3" "4" "200" "LRIDGE" 0.00104761904761903
"cv.all.time.elapsed" "3" "4" "200" "LRIDGE" 0.520990476190524
"cv.all.time.user.child" "3" "4" "200" "LRIDGE" NA
"cv.all.time.sys.child" "3" "4" "200" "LRIDGE" NA
"n.cv.par" "3" "4" "200" "LRIDGE" 315
"lambda" "10" "4" "200" "LRIDGE" 1e-04
"lambdar0" "10" "4" "200" "LRIDGE" 1e-04
"kappa" "10" "4" "200" "LRIDGE" 1e-04
"condnum" "10" "4" "200" "LRIDGE" 1e-04
"EL" "10" "4" "200" "LRIDGE" 1e-04
"RMSE" "10" "4" "200" "LRIDGE" 1e-04
"F1" "10" "4" "200" "LRIDGE" 1e-04
"eTPR" "10" "4" "200" "LRIDGE" 1e-04
"eTNR" "10" "4" "200" "LRIDGE" 1e-04
"ePPV" "10" "4" "200" "LRIDGE" 1e-04
"d" "10" "4" "200" "LRIDGE" 1e-04
"iters" "10" "4" "200" "LRIDGE" 1e-04
"time.user.self" "10" "4" "200" "LRIDGE" 1e-04
"time.sys.self" "10" "4" "200" "LRIDGE" 1e-04
"time.elapsed" "10" "4" "200" "LRIDGE" 1e-04
"time.user.child" "10" "4" "200" "LRIDGE" 1e-04
"time.sys.child" "10" "4" "200" "LRIDGE" 1e-04
"cv.iters" "10" "4" "200" "LRIDGE" 1e-04
"cv.time.user.self" "10" "4" "200" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "4" "200" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "4" "200" "LRIDGE" 1e-04
"cv.time.user.child" "10" "4" "200" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "4" "200" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "4" "200" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "4" "200" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "4" "200" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "4" "200" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "4" "200" "LRIDGE" 1e-04
"n.cv.par" "10" "4" "200" "LRIDGE" 1e-04
"lambda" "3" "5" "200" "LRIDGE" 0
"lambdar0" "3" "5" "200" "LRIDGE" 0
"kappa" "3" "5" "200" "LRIDGE" 0
"condnum" "3" "5" "200" "LRIDGE" 201.092560423168
"EL" "3" "5" "200" "LRIDGE" 0.557906573628486
"RMSE" "3" "5" "200" "LRIDGE" 0.000125871546345612
"F1" "3" "5" "200" "LRIDGE" 1
"eTPR" "3" "5" "200" "LRIDGE" 1
"eTNR" "3" "5" "200" "LRIDGE" 1
"ePPV" "3" "5" "200" "LRIDGE" 1
"d" "3" "5" "200" "LRIDGE" 0.0298492462311558
"iters" "3" "5" "200" "LRIDGE" 8
"time.user.self" "3" "5" "200" "LRIDGE" 0.940000000002328
"time.sys.self" "3" "5" "200" "LRIDGE" 0
"time.elapsed" "3" "5" "200" "LRIDGE" 0.930000000000291
"time.user.child" "3" "5" "200" "LRIDGE" NA
"time.sys.child" "3" "5" "200" "LRIDGE" NA
"cv.iters" "3" "5" "200" "LRIDGE" 4.45031847133758
"cv.time.user.self" "3" "5" "200" "LRIDGE" 0.504757961783456
"cv.time.sys.self" "3" "5" "200" "LRIDGE" 0.000980891719745227
"cv.time.elapsed" "3" "5" "200" "LRIDGE" 0.506802547770719
"cv.time.user.child" "3" "5" "200" "LRIDGE" NA
"cv.time.sys.child" "3" "5" "200" "LRIDGE" NA
"cv.all.time.user.self" "3" "5" "200" "LRIDGE" 0.504757961783456
"cv.all.time.sys.self" "3" "5" "200" "LRIDGE" 0.000980891719745227
"cv.all.time.elapsed" "3" "5" "200" "LRIDGE" 0.506802547770719
"cv.all.time.user.child" "3" "5" "200" "LRIDGE" NA
"cv.all.time.sys.child" "3" "5" "200" "LRIDGE" NA
"n.cv.par" "3" "5" "200" "LRIDGE" 314
"lambda" "10" "5" "200" "LRIDGE" 1e-04
"lambdar0" "10" "5" "200" "LRIDGE" 1e-04
"kappa" "10" "5" "200" "LRIDGE" 1e-04
"condnum" "10" "5" "200" "LRIDGE" 1e-04
"EL" "10" "5" "200" "LRIDGE" 1e-04
"RMSE" "10" "5" "200" "LRIDGE" 1e-04
"F1" "10" "5" "200" "LRIDGE" 1e-04
"eTPR" "10" "5" "200" "LRIDGE" 1e-04
"eTNR" "10" "5" "200" "LRIDGE" 1e-04
"ePPV" "10" "5" "200" "LRIDGE" 1e-04
"d" "10" "5" "200" "LRIDGE" 1e-04
"iters" "10" "5" "200" "LRIDGE" 1e-04
"time.user.self" "10" "5" "200" "LRIDGE" 1e-04
"time.sys.self" "10" "5" "200" "LRIDGE" 1e-04
"time.elapsed" "10" "5" "200" "LRIDGE" 1e-04
"time.user.child" "10" "5" "200" "LRIDGE" 1e-04
"time.sys.child" "10" "5" "200" "LRIDGE" 1e-04
"cv.iters" "10" "5" "200" "LRIDGE" 1e-04
"cv.time.user.self" "10" "5" "200" "LRIDGE" 1e-04
"cv.time.sys.self" "10" "5" "200" "LRIDGE" 1e-04
"cv.time.elapsed" "10" "5" "200" "LRIDGE" 1e-04
"cv.time.user.child" "10" "5" "200" "LRIDGE" 1e-04
"cv.time.sys.child" "10" "5" "200" "LRIDGE" 1e-04
"cv.all.time.user.self" "10" "5" "200" "LRIDGE" 1e-04
"cv.all.time.sys.self" "10" "5" "200" "LRIDGE" 1e-04
"cv.all.time.elapsed" "10" "5" "200" "LRIDGE" 1e-04
"cv.all.time.user.child" "10" "5" "200" "LRIDGE" 1e-04
"cv.all.time.sys.child" "10" "5" "200" "LRIDGE" 1e-04
"n.cv.par" "10" "5" "200" "LRIDGE" 1e-04
"lambda" "3" "6" "200" "LRIDGE" 0
"lambdar0" "3" "6" "200" "LRIDGE" 0
"kappa" "3" "6" "200" "LRIDGE" 0
"condnum" "3" "6" "200" "LRIDGE" 194.591090953385
"EL" "3" "6" "200" "LRIDGE" 0.508651175098436
"RMSE" "3" "6" "200" "LRIDGE" 0.000120153181005869
"F1" "3" "6" "200" "LRIDGE" 1
"eTPR" "3" "6" "200" "LRIDGE" 1
"eTNR" "3" "6" "200" "LRIDGE" 1
"ePPV" "3" "6" "200" "LRIDGE" 1
"d" "3" "6" "200" "LRIDGE" 0.0298492462311558
"iters" "3" "6" "200" "LRIDGE" 8
"time.user.self" "3" "6" "200" "LRIDGE" 1.07999999999811
"time.sys.self" "3" "6" "200" "LRIDGE" 0
"time.elapsed" "3" "6" "200" "LRIDGE" 1.09000000000015
"time.user.child" "3" "6" "200" "LRIDGE" NA
"time.sys.child" "3" "6" "200" "LRIDGE" NA
"cv.iters" "3" "6" "200" "LRIDGE" 4.37460317460317
"cv.time.user.self" "3" "6" "200" "LRIDGE" 0.520317460317446
"cv.time.sys.self" "3" "6" "200" "LRIDGE" 0.00126984126984126
"cv.time.elapsed" "3" "6" "200" "LRIDGE" 0.52359999999996
"cv.time.user.child" "3" "6" "200" "LRIDGE" NA
"cv.time.sys.child" "3" "6" "200" "LRIDGE" NA
"cv.all.time.user.self" "3" "6" "200" "LRIDGE" 0.520317460317446
"cv.all.time.sys.self" "3" "6" "200" "LRIDGE" 0.00126984126984126
"cv.all.time.elapsed" "3" "6" "200" "LRIDGE" 0.52359999999996
"cv.all.time.user.child" "3" "6" "200" "LRIDGE" NA
"cv.all.time.sys.child" "3" "6" "200" "LRIDGE" NA
"n.cv.par" "3" "6" "200" "LRIDGE" 315
"lambda" "10" "6" "200" "LRIDGE" 1e-04
"lambdar0" "10" "6" "200" "LRIDGE" 1e-04
"kappa" "10" "6" "200" "LRIDGE" 1e-04
"condnum" "10" "6" "200" "LRIDGE" 1e-04
"EL" "10" "6" "200" "LRIDGE" 1e-04
"RMSE" "10" "6" "200" "LRIDGE" 1e-04
"F1" "10" "6" "200" "LRIDGE" 1e-04
